chr	start	end	isoID	strand	exon_start	exon_end	len	start_type	end_type	geneName	detail_type	type
chr4	42020128	42025401	chr4|42020128,42022433,42024855,42025319|42020187,42022532,42024947,42025401	+	42020128,42022433,42024855,42025319	42020187,42022532,42024947,42025401	336	m,m,m,m	m,m,m,m	SLC30A9	full match	full match
chrX	24082318	24089844	chrX|24082318,24084115,24086081,24089675|24082452,24084209,24086225,24089844	+	24082318,24084115,24086081,24089675	24082452,24084209,24086225,24089844	545	m,m,m,m	m,m,m,m	EIF2S3	full match	full match
chr3	196817783	196846401	chr3|196817783,196831774,196842798,196846281|196817897,196831876,196842954,196846401	-	196817783,196831774,196842798,196846281	196817897,196831876,196842954,196846401	496	m,m,m,m	m,m,m,m	DLG1	full match	full match
chr13	26911704	26928017	chr13|26911704,26923209,26927877|26911779,26923319,26928017	+	26911704,26923209,26927877	26911779,26923319,26928017	328	m,m,m	m,m,m	CDK8	full match	full match
chr10	70227880	70229920	chr10|70227880,70229738|70228063,70229920	-	70227880,70229738	70228063,70229920	367	m,m	m,m	DNA2	full match	full match
chr1	172569204	172571927	chr1|172569204,172571204,172571836|172569308,172571358,172571927	+	172569204,172571204,172571836	172569308,172571358,172571927	352	m,m,m	m,m,m	SUCO	full match	full match
chr1	22074631	22078108	chr1|22074631,22075279,22078000|22074764,22075376,22078108	-	22074631,22075279,22078000	22074764,22075376,22078108	341	m,intron,m	m,intron,m	USP48	full match	full match
chr7	30395344	30405911	chr7|30395344,30401993,30405651|30395449,30402072,30405911	+	30395344,30401993,30405651	30395449,30402072,30405911	447	m,m,m	m,m,m	ZNRF2	full match	full match
chr10	15875629	15889942	chr10|15875629,15876542,15879203,15880227,15883425,15885211,15889863|15875708,15876615,15879317,15880278,15883598,15885271,15889942	-	15875629,15876542,15879203,15880227,15883425,15885211,15889863	15875708,15876615,15879317,15880278,15883598,15885271,15889942	636	m,m,m,m,m,m,m	m,m,m,m,m,m,m	FAM188A	full match	full match
chr17	73787841	73789617	chr17|73787841,73788394,73789524|73788100,73788559,73789617	+	73787841,73788394,73789524	73788100,73788559,73789617	520	m,m,m	m,m,inE	UNK	N5SS	NSS
chr14	91947920	91952074	chr14|91947920,91951976|91948537,91952074	-	91947920,91951976	91948537,91952074	717	m,m	m,m	SMEK1	full match	full match
chr13	35615070	35644989	chr13|35615070,35619084,35619443,35622700,35624406,35630147,35632854,35644045,35644856|35615301,35619184,35619538,35622821,35624532,35630266,35633000,35644242,35644989	+	35615070,35619084,35619443,35622700,35624406,35630147,35632854,35644045,35644856	35615301,35619184,35619538,35622821,35624532,35630266,35633000,35644242,35644989	1277	m,m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m,m	NBEA	full match	full match
chr8	109462050	109468157	chr8|109462050,109462657,109465290,109468100|109462165,109462720,109465374,109468157	-	109462050,109462657,109465290,109468100	109462165,109462720,109465374,109468157	323	a,a,a,a	a,a,a,a	EMC2-AS1	antisense	antisense
chr7	157013383	157016045	chr7|157013383,157015948|157013500,157016045	+	157013383,157015948	157013500,157016045	216	m,m	inE,m	UBE3C	full match	full match
chr1	202711519	202718267	chr1|202711519,202711783,202714986,202715270,202718073|202711633,202711933,202715110,202715451,202718267	-	202711519,202711783,202714986,202715270,202718073	202711633,202711933,202715110,202715451,202718267	768	m,m,m,m,m	m,m,m,m,m	KDM5B	full match	full match
chr2	197001617	197002289	chr2|197001617|197002289	-	197001617	197002289	673	inE	inE	STK17B	N5SS,N3SS	NSS
chr18	76856476	76886375	chr18|76856476,76870355,76873241,76886267|76856649,76870505,76873354,76886375	+	76856476,76870355,76873241,76886267	76856649,76870505,76873354,76886375	548	m,m,m,m	m,m,m,m	ATP9B	full match	full match
chr4	83375869	83378185	chr4|83375869,83378083|83376016,83378185	-	83375869,83378083	83376016,83378185	251	a,a	a,a	ENOPH1-AS1	antisense	antisense
chr11	85406171	85420543	chr11|85406171,85407226,85409022,85411558,85415901,85418472,85420374|85406383,85407431,85409121,85411636,85416071,85418574,85420543	-	85406171,85407226,85409022,85411558,85415901,85418472,85420374	85406383,85407431,85409121,85411636,85416071,85418574,85420543	1042	inE,m,m,m,m,m,m	m,m,m,m,m,m,m	SYTL2	N3SS	NSS
chr18	33740895	33750159	chr18|33740895,33744438,33747064,33750026|33740967,33744630,33747185,33750159	+	33740895,33744438,33747064,33750026	33740967,33744630,33747185,33750159	522	m,m,m,m	m,m,m,m	ELP2	full match	full match
chr2	186946057	186951097	chr2|186946057,186947881,186951028|186946143,186947950,186951097	-	186946057,186947881,186951028	186946143,186947950,186951097	227	m,m,intergenic	m,m,intergenic	AC097500.2	novel UTR5	novel UTR
chr10	103916776	103917971	chr10|103916776,103916946,103917188,103917806|103916831,103917085,103917312,103917971	+	103916776,103916946,103917188,103917806	103916831,103917085,103917312,103917971	487	m,m,m,m	m,m,m,m	NOLC1	full match	full match
chr17	33269503	33285713	chr17|33269503,33269815,33278969,33281445,33285579|33269662,33269925,33279072,33281618,33285713	-	33269503,33269815,33278969,33281445,33285579	33269662,33269925,33279072,33281618,33285713	684	m,m,m,m,m	m,m,m,m,m	CCT6B	full match	full match
chrX	23739998	23754133	chrX|23739998,23740787,23748644,23748933,23751289,23754036|23740101,23740870,23748681,23749103,23751334,23754133	-	23739998,23740787,23748644,23748933,23751289,23754036	23740101,23740870,23748681,23749103,23751334,23754133	541	m,m,m,m,m,m	m,m,m,m,m,m	ACOT9	full match	full match
chr1	225270251	225332330	chr1|225270251,225273246,225284820,225305386,225305583,225306922,225311229,225332099|225270441,225273491,225284941,225305490,225305701,225306996,225311316,225332330	+	225270251,225273246,225284820,225305386,225305583,225306922,225311229,225332099	225270441,225273491,225284941,225305490,225305701,225306996,225311316,225332330	1178	m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m	DNAH14	full match	full match
chr11	118451961	118455359	chr11|118451961,118453894,118454524,118455195|118452224,118454073,118454729,118455359	+	118451961,118453894,118454524,118455195	118452224,118454073,118454729,118455359	815	m,m,m,m	m,m,m,m	ARCN1	full match	full match
chr15	50741597	50751359	chr15|50741597,50751197|50741682,50751359	+	50741597,50751197	50741682,50751359	249	m,m	m,m	USP8	full match	full match
chr20	33369924	33380366	chr20|33369924,33379739,33380253|33370207,33379787,33380366	-	33369924,33379739,33380253	33370207,33379787,33380366	447	m,intron,m	m,intron,m	NCOA6	full match	full match
chr4	79747191	79754841	chr4|79747191,79754736|79747309,79754841	+	79747191,79754736	79747309,79754841	225	m,m	m,m	BMP2K	full match	full match
chr1	200776504	200784772	chr1|200776504,200784689|200776665,200784772	+	200776504,200784689	200776665,200784772	246	m,m	m,m	CAMSAP2	full match	full match
chr17	57119174	57126754	chr17|57119174,57125044,57126539|57119259,57125180,57126754	-	57119174,57125044,57126539	57119259,57125180,57126754	439	m,m,m	m,m,m	TRIM37	full match	full match
chr8	54882952	54923052	chr8|54882952,54891585,54896923,54899529,54900674,54906228,54912505,54922990|54883023,54891731,54897077,54899585,54900819,54906315,54912610,54923052	-	54882952,54891585,54896923,54899529,54900674,54906228,54912505,54922990	54883023,54891731,54897077,54899585,54900819,54906315,54912610,54923052	834	m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m	TCEA1	full match	full match
chr7	138209986	138239711	chr7|138209986,138213861,138223402,138235808,138239443|138210102,138213975,138223548,138235925,138239711	+	138209986,138213861,138223402,138235808,138239443	138210102,138213975,138223548,138235925,138239711	766	m,m,m,m,m	m,m,m,m,m	TRIM24	full match	full match
chr17	41251792	41267796	chr17|41251792,41256139,41256885,41258473,41267743|41251897,41256278,41256973,41258550,41267796	-	41251792,41256139,41256885,41258473,41267743	41251897,41256278,41256973,41258550,41267796	467	m,m,m,m,m	m,m,m,m,m	BRCA1	full match	full match
chr12	116668338	116675510	chr12|116668338,116669864,116675273|116668427,116669961,116675510	-	116668338,116669864,116675273	116668427,116669961,116675510	426	intron,intron,m	intron,intron,m	MED13L	cryptic exon	cryptic exon
chr3	67546222	67559327	chr3|67546222,67548558,67559231|67546364,67548719,67559327	-	67546222,67548558,67559231	67546364,67548719,67559327	402	m,m,m	m,m,m	SUCLG2	full match	full match
chr15	99263548	99264480	chr15|99263548,99264103|99263694,99264480	+	99263548,99264103	99263694,99264480	525	intron,intron	intron,intron	IGF1R	cryptic exon	cryptic exon
chr13	21987791	21999817	chr13|21987791,21995200,21999791|21987911,21995303,21999817	-	21987791,21995200,21999791	21987911,21995303,21999817	252	m,m,m	m,m,m	ZDHHC20	full match	full match
chr20	36685934	36694658	chr20|36685934,36687796,36694483|36686046,36687922,36694658	+	36685934,36687796,36694483	36686046,36687922,36694658	416	m,m,m	m,m,m	RPRD1B	full match	full match
chr1	147438786	147442191	chr1|147438786,147441107,147442099|147438895,147441195,147442191	+	147438786,147441107,147442099	147438895,147441195,147442191	292	m,m,m	m,m,m	GPR89B	full match	full match
chr15	25650608	25660989	chr15|25650608,25654235,25657055,25660862|25650649,25654354,25657118,25660989	-	25650608,25654235,25657055,25660862	25650649,25654354,25657118,25660989	354	m,m,m,intron	m,m,m,intron	UBE3A	cryptic exon	cryptic exon
chr21	17135210	17138460	chr21|17135210,17137101,17138316|17135287,17137203,17138460	+	17135210,17137101,17138316	17135287,17137203,17138460	326	m,intron,m	m,intron,m	USP25	full match	full match
chr5	70269956	70400738	chr5|70269956,70271987,70272733,70275696,70400571|70270120,70272073,70272885,70275759,70400738	-	70269956,70271987,70272733,70275696,70400571	70270120,70272073,70272885,70275759,70400738	637	m,m,m,m,m	m,m,m,inE,m	NAIP;RP11-1280N14.3	read through	read through
chr10	14938845	14939516	chr10|14938845|14939516	+	14938845	14939516	672	m	m	SUV39H2	full match	full match
chr17	57158458	57165768	chr17|57158458,57161363,57165652|57158580,57161450,57165768	-	57158458,57161363,57165652	57158580,57161450,57165768	328	m,m,m	m,m,m	TRIM37	full match	full match
chr11	76174865	76183884	chr11|76174865,76183608|76175124,76183884	+	76174865,76183608	76175124,76183884	537	m,m	m,m	C11orf30	full match	full match
chr9	112005898	112025382	chr9|112005898,112010036,112013761,112015721,112017791,112018054,112018673,112020457,112025330|112005962,112010069,112013791,112015830,112017960,112018123,112018760,112020577,112025382	-	112005898,112010036,112013761,112015721,112017791,112018054,112018673,112020457,112025330	112005962,112010069,112013791,112015830,112017960,112018123,112018760,112020577,112025382	742	m,m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m,m	EPB41L4B	full match	full match
chr12	69983265	69985939	chr12|69983265,69985839|69983467,69985939	+	69983265,69985839	69983467,69985939	304	m,m	m,m	CCT2	full match	full match
chr3	127980971	127983624	chr3|127980971,127983460|127981067,127983624	+	127980971,127983460	127981067,127983624	262	m,m	m,m	EEFSEC	full match	full match
chr8	144770832	144772293	chr8|144770832,144772227|144771471,144772293	+	144770832,144772227	144771471,144772293	707	m,m	m,m	ZNF707	full match	full match
chr11	12902552	12923660	chr11|12902552,12903443,12904548,12923487|12902598,12903504,12904672,12923660	+	12902552,12903443,12904548,12923487	12902598,12903504,12904672,12923660	408	m,m,m,m	m,m,m,m	TEAD1	full match	full match
chr8	87549791	87560662	chr8|87549791,87552473,87556968,87558823,87559939,87560529|87549874,87552562,87557066,87558909,87559998,87560662	+	87549791,87552473,87556968,87558823,87559939,87560529	87549874,87552562,87557066,87558909,87559998,87560662	554	m,m,m,m,m,m	m,m,m,m,m,m	CPNE3	full match	full match
chr8	124153001	124157095	chr8|124153001,124154502,124156957|124153141,124154696,124157095	+	124153001,124154502,124156957	124153141,124154696,124157095	475	m,m,m	m,m,m	TBC1D31	full match	full match
chr6	99912480	99916494	chr6|99912480,99912956,99914548,99915976,99916413|99912623,99913012,99914639,99916046,99916494	-	99912480,99912956,99914548,99915976,99916413	99912623,99913012,99914639,99916046,99916494	446	m,m,m,m,m	m,m,m,m,m	USP45	full match	full match
chr12	29502012	29514618	chr12|29502012,29502946,29509315,29510556,29514578|29502110,29503001,29509410,29510657,29514618	-	29502012,29502946,29509315,29510556,29514578	29502110,29503001,29509410,29510657,29514618	394	m,m,m,m,m	m,m,m,m,m	ERGIC2	full match	full match
chr7	138921751	138936803	chr7|138921751,138936702|138921843,138936803	+	138921751,138936702	138921843,138936803	195	m,m	m,m	UBN2	full match	full match
chr10	70514471	70517134	chr10|70514471,70515127,70516030,70517051|70514584,70515293,70516240,70517134	+	70514471,70515127,70516030,70517051	70514584,70515293,70516240,70517134	576	m,m,m,m	m,m,m,m	CCAR1	full match	full match
chr11	47774468	47776216	chr11|47774468,47776080|47774654,47776216	-	47774468,47776080	47774654,47776216	324	m,m	m,m	FNBP4	full match	full match
chr2	113251720	113260758	chr2|113251720,113253482,113258783,113260489|113251952,113253605,113258918,113260758	+	113251720,113253482,113258783,113260489	113251952,113253605,113258918,113260758	763	m,intron,m,m	m,intron,m,m	TTL	full match	full match
chr20	43135468	43141635	chr20|43135468,43138532,43139930,43141442|43135637,43138669,43140009,43141635	-	43135468,43138532,43139930,43141442	43135637,43138669,43140009,43141635	582	m,m,m,m	m,m,m,m	SERINC3	full match	full match
chr3	145838899	145842016	chr3|145838899,145841052,145841925|145839035,145841112,145842016	-	145838899,145841052,145841925	145839035,145841112,145842016	290	m,m,m	m,m,m	PLOD2	full match	full match
chr8	59535779	59563732	chr8|59535779,59535936,59536268,59544055,59547748,59547864,59548027,59555543,59563642|59535831,59535983,59536339,59544105,59547784,59547931,59548105,59555632,59563732	-	59535779,59535936,59536268,59544055,59547748,59547864,59548027,59555543,59563642	59535831,59535983,59536339,59544105,59547784,59547931,59548105,59555632,59563732	589	m,m,m,m,m,m,m,m,intron	m,m,m,m,m,m,m,m,intron	NSMAF	cryptic exon	cryptic exon
chr20	30954187	30959677	chr20|30954187,30956818,30959581|30954269,30956926,30959677	+	30954187,30956818,30959581	30954269,30956926,30959677	289	m,m,m	m,m,m	ASXL1	full match	full match
chr4	88116476	88116842	chr4|88116476|88116842	-	88116476	88116842	367	m	m	KLHL8	full match	full match
chr1	65830318	65831879	chr1|65830318,65831568,65831731|65830468,65831617,65831879	+	65830318,65831568,65831731	65830468,65831617,65831879	350	m,m,m	m,m,m	DNAJC6	full match	full match
chr14	39746138	39748741	chr14|39746138,39748653|39746269,39748741	+	39746138,39748653	39746269,39748741	221	m,m	m,m	CTAGE5	full match	full match
chr8	124371461	124373886	chr8|124371461,124371817,124373779|124371576,124371925,124373886	-	124371461,124371817,124373779	124371576,124371925,124373886	333	m,m,m	m,m,m	ATAD2	full match	full match
chr11	13435077	13443385	chr11|13435077,13438705,13441007,13443189|13435197,13438807,13441292,13443385	-	13435077,13438705,13441007,13443189	13435197,13438807,13441292,13443385	707	m,m,m,m	m,m,m,m	BTBD10	full match	full match
chr15	65266940	65275931	chr15|65266940,65268813,65273202,65275845|65267085,65268893,65273363,65275931	-	65266940,65268813,65273202,65275845	65267085,65268893,65273363,65275931	476	m,m,m,m	m,m,m,m	SPG21	full match	full match
chr14	31416296	31425448	chr14|31416296,31420069,31424826,31425345|31416469,31420150,31424899,31425448	-	31416296,31420069,31424826,31425345	31416469,31420150,31424899,31425448	434	m,m,m,m	m,m,m,m	STRN3	full match	full match
chr12	53421566	53421972	chr12|53421566,53421799|53421703,53421972	+	53421566,53421799	53421703,53421972	312	m,m	m,m	EIF4B	full match	full match
chr6	139262472	139269050	chr6|139262472,139266356,139266638,139268927|139262626,139266509,139266834,139269050	-	139262472,139266356,139266638,139268927	139262626,139266509,139266834,139269050	630	m,m,m,m	m,m,m,m	REPS1	full match	full match
chr3	134264428	134270854	chr3|134264428,134264991,134266177,134267904,134268905,134270768|134264661,134265130,134266314,134268018,134269102,134270854	+	134264428,134264991,134266177,134267904,134268905,134270768	134264661,134265130,134266314,134268018,134269102,134270854	912	m,m,m,m,m,m	m,m,m,m,m,m	CEP63	full match	full match
chr16	2312279	2314761	chr16|2312279,2312741,2313097,2314177,2314574|2312432,2312843,2313288,2314332,2314761	-	2312279,2312741,2313097,2314177,2314574	2312432,2312843,2313288,2314332,2314761	793	m,m,m,m,m	m,m,m,m,m	RNPS1	full match	full match
chr6	170159934	170168267	chr6|170159934,170160738,170162525,170166734,170168199|170160070,170160852,170162627,170166763,170168267	+	170159934,170160738,170162525,170166734,170168199	170160070,170160852,170162627,170166763,170168267	454	m,m,m,m,m	m,m,m,m,m	ERMARD	full match	full match
chr1	151139410	151139890	chr1|151139410,151139597,151139802|151139498,151139694,151139890	+	151139410,151139597,151139802	151139498,151139694,151139890	276	m,m,m	m,m,m	SCNM1	full match	full match
chr12	99638120	99640642	chr12|99638120,99640053|99638192,99640642	-	99638120,99640053	99638192,99640642	663	m,m	m,m	ANKS1B	full match	full match
